,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Type,Size,Weekly_Sales,markdown,Dep_type,Week
312960,67.89,3.353,216.2468287,7.716,0,1,39910,62134.18,0,5,42
312968,30.55,3.2289999999999996,182.9193368,8.549,0,3,200898,109110.61,0,5,3
312973,57.53,3.096,132.2230323,8.185,0,3,203819,49229.64,0,5,20
312976,38.49,2.548,210.8979935,8.324,1,3,202307,106948.27,0,5,6
312977,57.62,3.8819999999999997,130.6457931,7.545,0,2,126512,90966.33,1,5,9
312987,71.17,3.4730000000000003,213.3436744,8.395,0,3,184109,93471.46,0,5,12
312992,72.22,3.7960000000000003,140.16295280000003,8.023,0,2,119557,71359.92,0,5,34
312993,78.79,2.637,214.8324452,6.29,0,3,155078,51909.0,0,5,24
312995,67.38,3.697,192.90347590000002,8.595,0,3,203007,54988.6,0,2,24
313017,81.65,3.62,213.54816359999998,9.285,0,1,41062,49311.46,1,2,34
313036,78.82,2.8139999999999996,126.1392,7.9510000000000005,0,3,219622,55631.8,0,3,26
313037,85.17,3.73,225.96602630000004,6.334,1,3,207499,62859.2,1,3,36
313040,46.65,3.735,192.7252006,8.595,0,3,203007,53630.53,0,2,18
313046,63.19,2.633,211.4044906,8.163,0,3,202307,64252.04,0,5,40
313063,69.74,3.109,126.5621,9.524,0,2,126512,108174.05,0,3,15
313075,47.35,2.845,126.3266774,6.885,0,2,93188,48221.9,0,5,41
313082,50.56,3.862,190.46189640000003,8.424,0,3,200898,179178.58,1,5,11
313083,41.76,3.065,132.9783226,8.275,0,3,203819,83560.68,0,5,45
313098,54.95,3.01,135.82725,8.058,0,3,204184,77229.88,0,2,15
313118,58.99,4.071000000000001,142.76241130000002,8.0,0,3,204184,52612.95,1,5,43
313123,43.83,3.01,212.19705770000002,7.742000000000001,0,3,151315,57342.51,0,3,4
313128,53.33,2.843,214.7693037,7.564,0,3,207499,87602.48,0,5,49
313136,27.74,3.3089999999999997,132.7477419,8.275,0,3,203819,103408.6,0,5,51
313164,76.8,2.5839999999999996,126.1019355,7.372000000000001,0,3,205863,138970.56,0,5,35
313179,59.25,3.09,126.60190320000001,11.081,0,2,112238,51041.85,0,5,14
313191,66.18,3.9619999999999997,185.8029526,8.521,0,2,118221,52245.75,0,5,17
313192,30.75,2.992,127.3009355,10.398,0,3,158114,64055.43,0,5,2
313206,53.47,2.9019999999999997,181.6772564,8.899,0,3,200898,116454.06,0,5,16
313210,65.16,3.353,217.1650042,7.441,0,1,42988,66800.45,0,5,42
313231,52.76,3.752,129.0490323,7.193,0,3,219622,57780.42,0,5,22
313262,64.52,2.735,211.74843330000002,7.837999999999999,1,3,151315,170904.79,0,5,47
313263,55.82,3.583,187.48379619999997,8.523,0,3,200898,56335.13,0,5,40
313269,83.51,2.668,211.1120018,8.2,0,2,140167,49391.67,0,5,23
313290,74.85,3.735,197.7389345,8.09,0,3,203007,58371.33,1,5,25
313307,47.55,2.8689999999999998,211.06454580000002,8.163,0,3,202307,63238.29,0,5,50
313308,78.44,3.863,142.17056340000002,8.238999999999999,0,3,204184,68637.14,1,2,32
313327,36.73,2.9189999999999996,131.735,8.326,0,3,203819,137687.56,0,5,9
313337,73.57,3.622,218.4553663,7.574,0,3,207499,58140.35,0,5,14
313345,75.79,2.792,132.5983871,9.342,0,2,120653,66145.03,0,5,30
313348,86.71,3.6839999999999997,214.29729390000003,8.177,0,1,39910,57650.66,0,5,31
313360,37.24,3.8739999999999997,141.21403569999998,8.009,0,3,204184,70554.58,1,5,7
313383,69.02,3.095,135.96200000000002,8.058,0,3,204184,79983.25,0,5,18
313410,54.26,3.29,220.0788523,7.348,0,3,151315,128946.7,1,5,4
313411,60.96,2.642,126.19003329999998,7.372000000000001,0,3,205863,63406.6,0,5,38
313414,32.83,3.655,137.1666774,8.075,1,2,120653,61127.71,1,5,6
313418,59.17,2.8680000000000003,205.0137637,7.484,0,3,203742,72799.29,0,5,41
313426,45.63,3.138,132.9172,8.275,0,3,203819,82315.53,0,5,46
313433,42.36,3.47,136.50306669999998,8.471,0,2,120653,105771.39,1,5,49
313435,72.62,2.78,182.4424199,8.899,0,2,118221,58870.9,0,5,24
313440,34.83,3.983,137.4238966,7.943,0,3,203819,85715.49,1,5,9
313454,71.13,2.78,213.6716815,7.343,0,3,207499,52914.36,0,5,17
313467,57.78,2.903,136.6277321,8.021,0,3,204184,153160.24,0,5,40
313469,21.33,2.7880000000000003,131.52790320000003,9.202,0,2,120653,83588.25,0,5,5
313480,73.57,3.622,218.4553663,7.574,0,3,207499,54509.6,0,5,14
313492,84.54,3.5039999999999996,129.0894,5.644,0,3,205863,62422.77,0,5,26
313494,56.36,3.236,218.1130269,7.441,1,3,202307,63334.0,1,5,47
313495,72.56,3.596,198.09504840000002,7.872000000000001,1,3,203007,85288.12,1,5,36
313514,24.82,3.341,129.8555333,6.392,0,3,219622,92192.72,1,4,49
313516,70.97,2.725,213.3820486,7.007000000000001,0,3,202505,71195.76,0,5,42
313528,63.31,3.096,136.0796521,8.058,0,3,204184,148287.74,0,5,20
313546,27.85,3.282,129.8980645,6.392,0,3,219622,106928.21,1,3,50
313554,70.69,2.603,213.19071290000002,7.007000000000001,0,3,202505,80180.15,0,5,39
313562,22.44,2.911,191.4784939,7.2410000000000005,0,3,196321,52972.32,0,5,2
313579,23.83,3.4,133.18341940000002,8.252,0,3,203819,65490.22,0,5,5
313599,81.1,2.642,209.8708867,8.36,0,3,184109,98748.73,0,5,27
313607,47.87,2.946,126.4962581,11.081,1,3,206302,60765.58,0,5,6
313631,75.17,2.8080000000000003,204.5675459,7.856,0,3,203742,66878.49,0,5,25
313632,67.75,2.735,210.51527650000003,8.476,1,3,184109,64823.42,0,5,47
313633,72.02,3.964,139.18329169999998,7.725,0,3,204184,61695.45,0,5,25
313638,75.4,3.722,214.74845950000002,7.28,0,3,203742,54616.39,1,4,32
313642,36.57,3.1189999999999998,130.4546207,6.104,0,3,219622,183899.95,1,5,7
313646,57.53,3.096,132.2230323,8.185,0,3,203819,71998.55,0,4,20
313662,81.85,2.6689999999999996,209.98420499999997,8.36,0,1,39910,55223.52,0,5,26
313665,51.83,4.044,190.75959619999998,8.567,0,3,200898,164790.03,1,5,15
313683,45.69,2.765,189.6628845,6.8420000000000005,0,2,57197,55685.34,0,5,15
313695,64.92,4.158,142.76575,8.238999999999999,0,3,204184,88602.1,1,5,39
313705,53.14,3.1719999999999997,217.42292059999997,7.716,0,3,184109,77446.87,1,5,48
313735,62.06,2.992,131.9408065,8.211,0,3,203819,53226.21,0,2,14
313752,53.49,2.765,189.6628845,8.963,0,3,203007,89011.75,0,5,15
313765,68.15,2.77,209.400638,8.464,0,3,184109,92543.26,0,5,14
313807,52.24,2.8689999999999998,212.91804900000002,7.007000000000001,0,3,202505,51007.32,0,5,50
313812,73.16,3.528,198.02938930000002,6.432,0,3,196321,56658.19,1,5,31
313818,84.79,3.571,221.67514590000002,6.565,0,3,202307,50717.3,1,5,33
313824,52.24,2.8689999999999998,212.91804900000002,7.007000000000001,0,3,202505,55162.2,0,5,50
313847,86.2,2.6189999999999998,211.2241759,8.099,0,3,203750,100642.31,0,5,34
313889,47.64,4.004,214.4223063,7.138999999999999,0,3,203742,157177.53,1,5,17
313891,43.43,3.287,127.19177420000001,8.744,0,2,126512,55495.92,0,5,1
313901,46.74,2.7289999999999996,190.99643769999997,7.507999999999999,0,3,196321,118246.2,0,5,44
313903,51.83,4.044,190.75959619999998,8.567,0,3,200898,51412.81,1,3,15
313910,35.68,3.655,137.1666774,8.988,1,2,93638,54572.25,1,3,6
313915,28.09,2.572,189.46427250000002,9.014,1,3,203007,50186.46,0,5,6
313918,40.5,2.826,131.9019677,5.435,0,2,114533,68736.22,0,5,13
313924,47.2,4.0,216.1150568,7.292999999999999,0,3,203742,87922.63,1,5,41
313928,25.91,3.827,137.4238966,4.377,0,2,114533,93656.9,1,3,9
313947,34.32,3.0580000000000003,130.31445159999998,6.104,0,3,219622,89040.35,1,5,4
313961,40.47,2.9760000000000004,203.42670049999998,10.398,0,1,41062,82940.28,0,5,1
313965,80.94,3.372,130.82953329999998,4.377,0,3,205863,79304.93,1,5,24
313968,49.97,2.886,211.06465989999998,8.163,0,3,202307,55952.94,0,3,51
313986,70.42,3.8739999999999997,142.31059330000002,7.752999999999999,0,2,119557,61012.41,1,5,34
313987,50.13,3.159,218.82179280000003,7.441,0,3,202307,114809.08,1,5,50
313994,28.43,3.1319999999999997,136.52557140000002,8.572000000000001,0,2,119557,88711.46,0,3,49
314000,70.13,2.6189999999999998,126.2346,10.21,0,3,158114,52695.36,0,5,39
314003,68.74,3.738,209.0225562,7.274,1,3,203742,98443.51,0,5,36
314014,67.64,3.9160000000000004,135.4468,7.806,0,3,203819,80925.88,0,5,26
314027,49.56,3.75,199.14819630000002,6.195,0,3,196321,56503.49,1,5,42
314056,56.96,3.674,128.26475,8.744,0,2,126512,53689.8,0,5,9
314078,83.03,2.582,211.1806415,8.099,0,3,203750,105326.2,0,5,37
314082,68.36,3.907,215.38347779999998,7.931,0,3,203750,56957.3,0,3,20
314094,37.0,3.64,189.7076048,8.424,1,3,200898,105247.47,1,5,6
314113,69.94,3.6010000000000004,226.9239785,6.034,0,3,207499,51792.42,1,5,41
314118,86.84,3.935,129.0432,11.081,0,2,112238,52803.44,0,5,24
314164,70.33,3.4730000000000003,214.25215730000002,8.027999999999999,0,3,203750,102757.92,0,5,12
314188,66.3,3.8480000000000003,190.9964479,8.567,0,3,200898,64166.24,1,4,20
314189,68.28,3.623,129.6060667,6.877000000000001,0,3,219622,47698.32,0,5,39
314213,42.47,2.843,214.81552140000002,6.433,0,3,155078,48196.57,0,3,49
314228,57.85,2.6889999999999996,211.61350530000004,8.163,0,3,202307,60029.24,0,3,44
314281,81.32,2.565,203.4214677,9.816,1,1,41062,57968.48,0,5,36
314296,52.05,2.5610000000000004,214.6475127,7.367999999999999,0,2,37392,144088.08,0,5,8
314330,55.16,4.071000000000001,138.7281613,8.693,0,3,203819,78170.17,1,5,43
314344,41.8,3.6860000000000004,199.21953169999998,6.195,0,3,196321,52724.84,1,5,43
314385,69.48,3.7430000000000003,214.9420631,7.931,0,3,202307,62796.1,0,3,15
314388,34.19,3.4930000000000003,130.4546207,4.607,0,3,205863,181812.66,1,5,7
314401,74.86,2.835,209.1215867,8.464,0,3,184109,98023.5,0,5,18
314405,44.22,3.138,132.9172,8.067,0,3,203819,116021.28,0,5,46
314418,27.31,2.784,181.8711898,8.992,0,3,200898,129530.62,0,5,5
314428,65.21,2.633,213.26613730000003,7.007000000000001,0,3,202505,85561.51,0,5,40
314453,83.07,3.699,214.92548650000003,7.931,0,3,202307,93348.28,0,5,22
314462,78.09,2.793,204.3625658,7.527,0,3,203742,79990.86,0,5,27
314470,68.55,3.7489999999999997,130.97766670000001,5.765,0,3,219622,121946.64,1,5,37
314472,62.27,2.719,210.82044989999997,7.808,0,3,151315,63245.0,0,3,13
314501,50.19,3.452,188.5024346,8.523,0,3,200898,99589.33,1,5,48
314502,76.03,4.186,131.14533329999998,7.382000000000001,0,2,126512,63718.1,1,3,19
314548,59.33,2.886,214.70178280000002,7.564,0,3,207499,58041.69,0,2,51
314554,58.74,2.6889999999999996,211.95639390000002,7.837999999999999,0,3,151315,140504.41,0,5,44
314565,59.11,3.842,131.12666670000002,6.235,0,2,93188,52521.88,1,3,17
314620,52.43,2.699,126.49129029999999,10.21,0,3,158114,51388.87,0,1,44
314621,70.24,2.7230000000000003,190.2611552,7.335,0,3,196321,71143.42,0,5,32
314632,88.93,2.6639999999999997,214.9314191,7.346,0,3,207499,71237.75,0,5,33
314657,50.13,3.159,218.82179280000003,7.441,0,3,202307,82400.1,1,5,50
314673,39.93,3.4130000000000003,188.79793490000003,8.523,0,3,200898,51414.81,1,2,50
314685,65.08,4.088,138.5673,8.193,0,3,203819,49736.21,1,5,37
314727,70.23,3.845,224.8651254,6.832999999999999,0,3,207499,68451.67,1,5,13
314733,39.91,2.752,126.6050645,8.623,0,3,205863,62895.1,0,5,12
314751,79.78,2.781,182.4415378,8.743,0,2,118221,51447.37,0,5,30
314781,40.31,3.29,130.31445159999998,4.607,0,3,205863,90760.66,1,5,4
314782,70.38,2.699,136.6212085,8.861,1,2,103681,82173.7,0,3,36
314797,63.78,2.81,132.4976,8.512,0,3,152513,70475.21,0,5,25
314810,62.61,3.605,128.8238065,5.946000000000001,0,3,205863,54500.33,0,5,14
314830,90.22,3.417,221.58697990000002,6.565,0,3,202307,62664.95,1,5,31
314833,70.75,3.545,198.10010569999997,7.872000000000001,0,3,203007,88907.12,1,5,33
314842,70.84,3.617,224.804222,5.329,0,3,202505,93008.64,1,5,40
314852,64.84,3.948,215.35837569999998,7.28,0,3,203742,59766.12,1,2,37
314864,48.04,3.322,129.8051935,10.148,0,3,158114,74365.53,0,5,44
314868,64.8,2.633,210.5144398,8.476,0,3,184109,71585.88,0,5,40
314878,65.79,2.735,213.2672961,7.007000000000001,1,3,202505,342578.65,0,3,47
314923,44.62,4.023,137.9781333,4.377,0,2,114533,53248.03,1,4,17
314930,39.9,3.286,196.96315990000002,8.256,0,3,203007,49936.8,1,5,10
314953,84.26,3.575,218.77462169999998,6.425,0,3,155078,66988.36,0,5,28
314966,77.45,2.784,136.4741118,8.861,0,2,103681,63078.55,0,5,31
314975,90.32,3.0839999999999996,126.1266,9.524,0,2,126512,58863.71,0,5,25
314985,78.62,3.9330000000000003,129.0623548,8.494,0,2,126512,56112.3,0,5,21
314999,73.94,2.7960000000000003,132.5667742,5.3260000000000005,0,2,114533,55733.87,0,3,28
315001,32.41,3.0460000000000003,204.8249189,7.484,0,2,128107,64974.14,0,3,48
315008,51.71,2.7710000000000004,211.5470304,8.163,0,3,203750,55600.64,0,5,46
315020,49.14,2.943,212.91496740000002,7.007000000000001,1,3,202505,82745.61,0,5,52
315032,67.11,2.8369999999999997,132.7564516,8.117,1,3,203819,47621.75,0,5,36
315053,50.49,2.8539999999999996,204.201755,8.187000000000001,0,3,203742,131205.08,0,5,12
315070,30.1,3.193,132.8823226,9.131,0,2,120653,55593.07,0,5,1
315092,39.93,3.4130000000000003,188.79793490000003,8.523,0,3,200898,115607.91,1,5,50
315102,46.53,3.717,136.4666667,7.8660000000000005,0,2,123737,59798.53,1,5,46
315115,45.12,2.841,126.43641940000002,7.795,0,3,219622,149781.49,0,5,43
315118,78.89,2.759,212.41288799999998,7.0920000000000005,0,3,202505,102029.42,0,5,21
315123,79.2,3.475,214.68735139999998,7.28,0,3,203742,85566.26,1,5,27
315159,59.86,4.151,138.8256,7.992000000000001,0,3,203819,68532.35,1,5,40
315176,64.21,2.795,210.1000648,8.2,0,3,203750,72539.82,0,5,16
315204,83.83,3.3110000000000004,213.32191239999997,9.285,0,1,41062,68333.16,1,5,29
315216,90.22,3.417,221.58697990000002,6.565,0,3,202307,48595.26,1,5,31
315227,71.28,2.835,210.00110180000001,8.2,0,3,202307,59209.61,0,3,18
315230,55.31,2.8689999999999998,210.1787224,8.476,0,3,184109,80431.71,0,5,50
315240,78.26,3.6830000000000003,129.0490323,5.946000000000001,0,3,205863,79938.56,0,5,22
315275,21.6,3.14,204.63211940000002,7.484,0,2,128107,48561.44,0,5,50
315301,30.35,3.705,140.8086118,8.009,0,3,204184,73662.19,1,5,3
315308,53.55,2.708,210.376263,8.476,0,3,184109,57781.95,0,3,48
315321,67.41,3.596,198.09504840000002,6.432,1,3,196321,64811.85,1,5,36
315328,65.97,3.7560000000000002,130.82953329999998,5.965,0,3,219622,78858.95,1,5,24
315329,54.82,2.903,132.75166670000002,8.275,0,3,203819,52106.45,0,5,40
315342,73.31,3.57,197.97921359999998,6.432,0,3,196321,105065.59,1,5,30
315354,67.64,3.9160000000000004,135.4468,7.806,0,3,203819,59378.76,0,3,26
315366,84.2,2.653,212.8641412,7.0920000000000005,0,3,202505,68500.11,0,3,25
315375,28.16,3.605,133.6141429,7.771,0,2,123737,48775.41,0,3,9
315408,91.04,3.701,129.2015806,11.081,0,3,206302,49460.69,0,5,32
315413,80.38,3.6660000000000004,222.61643289999998,6.565,0,3,203750,56053.91,1,3,39
315416,31.84,3.585,136.698129,7.943,0,3,203819,71356.14,1,5,1
315418,31.34,3.3089999999999997,136.597273,8.021,0,3,204184,220769.05,0,3,51
315443,70.75,2.966,181.6468154,8.899,0,2,118221,56166.38,0,5,18
315486,82.82,2.9410000000000003,126.1360645,9.524,0,2,126512,90119.41,0,5,22
315487,68.61,2.72,211.4713286,8.163,0,1,42988,53928.08,0,5,41
315490,58.61,2.8680000000000003,182.8106203,8.724,0,2,118221,50083.35,0,5,41
315492,72.01,3.907,217.2896095,6.855,0,3,202505,85102.89,0,5,20
315493,63.82,3.5410000000000004,187.69174809999998,8.523,0,3,200898,68327.53,0,5,41
315496,64.91,2.594,126.14546670000001,7.372000000000001,0,3,205863,59143.85,0,2,37
315505,83.12,3.0869999999999997,126.1019355,11.081,0,2,112238,79682.93,0,5,35
315526,66.43,3.85,138.1101935,4.377,0,2,114533,74592.55,1,5,21
315530,51.41,2.7710000000000004,211.88967369999997,7.837999999999999,0,3,151315,73121.25,0,5,46
315548,81.39,2.9410000000000003,126.1360645,11.081,0,3,206302,68006.3,0,3,22
315559,64.05,4.121,131.03754840000002,11.081,0,3,206302,142725.07,1,5,14
315574,68.43,3.891,221.07376380000002,6.891,0,3,202307,61294.26,1,5,14
315595,57.69,3.988,138.5673,7.405,0,3,152513,96869.79,1,5,37
315605,79.14,3.263,130.70129029999998,4.377,0,3,205863,92558.57,1,5,29
315628,87.35,3.286,223.4506878,5.9639999999999995,0,3,202505,54140.98,1,5,26
315649,78.02,2.958,136.34831430000003,8.058,0,3,204184,52798.68,0,5,25
315652,80.37,3.187,130.7196333,4.377,0,3,205863,80849.95,1,3,27
315663,29.81,2.94,135.4113076,8.237,1,3,204184,50566.61,0,5,6
315677,54.4,3.909,128.6160645,11.081,0,2,112238,59652.68,0,3,12
315689,79.94,2.565,210.2641156,8.36,1,3,184109,73619.0,0,5,36
315693,43.49,2.654,126.57828570000001,8.623,0,3,205863,71817.79,0,5,9
315697,68.98,3.488,206.225924,10.398,0,1,41062,52245.06,0,2,11
315711,34.32,3.193,182.59830580000002,8.549,0,3,200898,70335.01,0,5,1
315712,52.5,3.701,129.84596670000002,11.081,0,3,206302,75255.59,1,5,48
315734,63.1,4.029,138.10658059999997,8.982999999999999,0,3,203819,62840.93,1,2,20
315756,48.68,2.938,132.8708387,5.287000000000001,0,2,114533,49852.54,0,5,43
315788,33.47,3.64,213.11861380000002,6.961,1,3,203742,101700.89,1,5,6
315803,62.8,3.734,222.8186603,6.132000000000001,0,3,202505,75274.92,1,4,11
315815,81.06,3.043,126.11399999999999,11.081,0,3,206302,47807.71,0,5,24
315820,48.71,3.492,188.3504,8.523,1,3,200898,78588.29,1,5,47
315852,27.43,3.2289999999999996,205.0460497,7.343,0,3,203742,69629.0,0,5,3
315873,71.99,3.0060000000000002,132.3648387,8.211,0,3,203819,66626.07,0,2,22
315881,65.7,2.8569999999999998,132.3648387,5.435,0,3,155083,52418.69,0,2,22
315889,84.57,3.9810000000000003,129.0357097,8.494,0,2,126512,98535.57,0,3,23
315908,68.59,2.713,182.6696737,8.743,0,2,118221,48245.72,0,5,38
315934,52.77,3.236,126.87948390000001,11.081,0,3,206302,57878.01,0,5,50
315948,73.54,2.574,126.11458059999998,7.372000000000001,1,3,205863,63137.56,0,2,36
315953,77.66,3.7489999999999997,223.28005409999997,5.9639999999999995,0,3,202505,48583.48,1,4,18
315970,37.16,3.4130000000000003,212.0685039,7.082000000000001,0,3,203742,52091.7,1,4,50
315972,67.41,3.727,129.7936774,11.081,0,3,206302,87756.81,0,5,43
315989,56.02,3.95,130.5502069,7.545,0,2,126512,53430.83,1,5,8
315990,46.57,3.415,188.6544692,8.523,0,3,200898,55867.11,1,2,49
315996,68.57,3.8280000000000003,129.8051935,7.874,0,2,126512,63587.16,0,3,44
315997,54.51,3.66,130.27922579999998,7.545,0,2,126512,104057.94,1,5,3
315998,82.84,3.627,129.1507742,5.644,0,3,205863,68331.54,0,5,29
315999,77.99,4.1930000000000005,131.12666670000002,11.081,0,3,206302,63463.18,1,5,17
316008,81.78,2.668,210.2135668,8.464,0,3,184109,50052.51,0,3,23
316031,54.52,2.72,210.8733316,8.324,0,3,202307,85120.3,0,5,11
316038,87.4,3.7430000000000003,129.2405806,8.257,0,2,126512,52096.32,0,5,33
316044,67.38,3.697,192.90347590000002,8.595,0,3,203007,91525.23,0,5,24
316054,87.54,3.637,214.6513538,7.931,0,3,203750,128438.24,0,5,24
316078,88.58,4.144,130.82953329999998,7.382000000000001,0,2,126512,78226.25,1,5,24
316091,77.84,2.783,182.26044109999998,8.743,0,3,200898,77126.37,0,2,28
316101,72.74,3.891,225.0135556,6.664,0,3,207499,48692.33,1,2,15
316104,54.68,2.72,210.8733316,8.324,0,1,42988,52671.3,0,5,11
316122,65.56,3.937,136.3145,8.357999999999999,0,3,203819,49765.88,0,5,37
316125,56.43,3.236,218.1130269,7.441,1,3,203750,80245.57,1,3,47
316142,69.45,3.622,213.81166580000004,8.3,0,3,184109,59766.02,0,5,14
316143,84.72,3.571,220.71996090000002,6.622999999999999,0,3,184109,83258.05,1,5,33
316144,91.05,3.575,215.0134426,7.852,0,3,203750,64422.51,0,3,28
316159,25.64,3.1319999999999997,132.6764,9.331,0,2,120653,85485.15,0,3,49
316163,80.83,3.786,217.0544307,6.855,0,3,202505,49611.81,0,5,21
316171,66.74,3.9210000000000003,138.4729355,4.377,1,2,114533,49536.01,1,4,36
316182,78.5,2.6239999999999997,210.3664469,8.36,0,3,184109,58190.07,0,5,38
316198,81.64,3.3930000000000002,222.34929010000002,5.801,0,2,34875,53158.53,1,5,24
316212,75.7,3.911,191.5776756,8.684,1,2,118221,51652.12,1,5,36
316251,65.81,3.734,219.8956335,7.244,0,3,184109,55535.18,1,2,11
316272,83.51,2.668,211.1120018,8.2,0,3,203750,53402.51,0,5,23
316280,81.93,4.125,131.01033329999999,7.17,0,1,39690,75693.8,1,5,38
316282,25.17,3.141,204.6376731,7.484,0,3,203742,106040.87,0,5,51
316309,79.83,2.705,209.9398091,8.464,0,3,184109,66386.51,0,2,22
316324,74.04,4.202,129.089,8.494,0,1,39690,50177.22,0,5,19
316325,69.94,3.6010000000000004,226.9239785,6.034,0,3,207499,52576.65,1,5,41
316330,52.33,2.886,211.4051222,7.837999999999999,0,3,151315,47893.23,0,5,51
316334,58.85,3.8819999999999997,192.3088989,8.667,0,3,200898,121352.61,1,5,43
316336,89.16,3.48,214.9296249,7.852,0,3,203750,72121.77,0,3,27
316342,77.42,2.6239999999999997,203.52167859999997,9.816,0,1,41062,55720.62,0,2,38
316379,65.28,2.7060000000000004,204.7513279,7.527,0,3,203742,95749.46,0,5,37
316386,91.59,3.6630000000000003,129.2832581,8.257,0,1,39690,68055.14,0,5,34
316387,45.68,4.044,214.3127027,7.138999999999999,0,3,203742,76015.7,1,4,15
316392,76.67,3.0580000000000003,126.16022579999999,9.524,0,2,126512,100754.66,0,5,21
316397,66.91,2.78,202.43122380000003,9.593,0,1,41062,51257.49,0,2,17
316415,77.8,3.842,208.719238,7.274,0,3,203742,120659.38,0,5,31
316423,52.02,2.878,132.7633548,9.331,0,2,120653,65034.27,0,5,41
316429,49.73,3.9960000000000004,190.68517119999998,8.567,0,3,200898,57643.77,1,5,14
316439,68.85,3.0460000000000003,132.2939355,8.185,0,3,203819,111447.86,0,5,21
316457,57.11,3.603,131.1083333,4.377,0,3,205863,76524.38,1,5,41
316468,68.5,2.725,211.5187208,8.163,0,3,202307,61150.92,0,2,42
316469,63.96,2.6189999999999998,126.2346,7.127000000000001,0,3,205863,59068.88,0,5,39
316472,30.46,3.139,136.5292811,8.572000000000001,0,2,119557,56406.65,0,3,50
316475,41.2,3.735,192.7252006,6.934,0,3,196321,88177.31,0,5,18
316483,50.81,2.9610000000000003,132.2230323,8.512,0,3,152513,73954.66,0,5,20
316486,58.49,4.211,134.593,8.212,0,3,203819,69149.02,0,5,19
316487,47.6,3.1289999999999996,218.2302364,7.716,1,3,184109,88294.97,1,5,52
316488,54.12,2.845,126.3266774,7.795,0,3,219622,82950.63,0,5,41
316492,80.5,3.452,223.35531310000002,5.9639999999999995,0,3,202505,51562.42,1,4,23
316501,54.83,2.915,126.5262857,11.081,0,3,206302,53829.31,0,5,7
316523,69.19,3.906,136.2136129,7.806,0,2,123737,50786.34,0,5,34
316541,53.57,3.87,197.54816090000003,6.169,0,2,57197,54572.87,1,5,19
316556,65.1,2.8689999999999998,203.8488134,7.856,0,3,203742,141224.11,0,5,14
316566,48.94,2.7710000000000004,189.5312483,8.963,0,3,203007,61585.95,0,5,18
316570,31.85,3.533,189.4214733,8.424,0,3,200898,61070.61,1,2,3
316581,48.87,2.963,131.86312900000001,8.326,0,3,203819,106515.39,0,5,12
316589,77.15,3.7489999999999997,220.35450330000003,6.989,0,3,184109,63692.06,1,5,18
316600,89.26,3.554,217.2069662,6.925,0,3,202505,51778.07,0,5,33
316605,90.76,3.638,215.6057878,7.962000000000001,0,3,151315,138567.1,0,5,32
316613,25.7,3.367,136.80347700000002,7.827000000000001,0,3,204184,70288.75,0,5,2
316614,87.65,3.73,222.0747635,6.565,1,3,202307,59936.16,1,5,36
316626,75.36,3.6889999999999996,138.263,8.953,0,3,203819,50389.45,1,5,28
316631,50.56,3.795,192.83656509999997,6.934,0,3,196321,106203.93,0,5,21
316635,55.34,3.864,131.11733329999998,9.575,0,3,158114,49829.59,1,1,16
316651,25.73,3.705,136.85641940000002,8.658999999999999,0,3,203819,74204.25,1,5,3
316683,78.44,2.805,182.6226346,8.743,0,3,200898,72932.9,0,2,32
316699,48.08,2.752,126.66926670000001,7.127000000000001,1,3,205863,122847.58,0,5,47
316706,59.39,2.759,190.6738241,6.986000000000001,0,2,57197,52447.04,0,5,39
316710,70.44,3.827,129.6938,11.081,0,3,206302,127312.42,0,5,40
316742,32.86,3.585,136.698129,8.658999999999999,0,3,203819,48665.23,1,5,1
316768,61.33,3.2969999999999997,219.5631135,6.551,0,3,202505,48050.0,1,5,45
316780,77.47,3.8289999999999997,208.6564699,7.274,0,3,203742,81860.12,0,5,30
316786,50.62,3.571,140.41278569999997,7.706,0,2,119557,54586.7,1,5,46
316791,69.52,3.8819999999999997,135.8738387,7.767,0,3,152513,98961.84,0,5,29
316795,23.35,2.9739999999999998,127.71958059999999,7.47,0,3,219622,88389.67,0,3,5
316798,52.75,3.51,219.11482969999997,7.244,0,3,184109,69341.49,1,5,7
316810,47.55,3.655,128.9553,7.193,0,3,219622,75828.88,0,5,16
316834,72.88,3.906,140.16295280000003,7.85,0,3,204184,58892.05,0,3,34
316850,55.33,3.162,126.66926670000001,9.003,1,2,126512,80816.99,0,5,47
316864,46.35,2.843,211.12479930000003,8.163,0,3,203750,79975.85,0,5,49
316873,22.52,3.113,196.94327109999998,6.5889999999999995,0,3,196321,52068.43,1,2,7
316876,47.51,2.766,189.575127,8.963,0,3,203007,91606.7,0,5,17
316891,31.51,2.778,191.0303376,7.507999999999999,0,3,196321,49873.02,0,5,50
316899,77.18,3.6460000000000004,138.22963330000002,8.953,0,3,203819,80037.9,1,5,27
316924,81.84,2.64,211.36990319999995,7.787000000000001,0,3,151315,109943.02,0,5,30
316934,57.29,3.764,197.62189540000003,6.547000000000001,0,3,196321,57312.0,1,5,22
316956,83.24,2.653,210.0975233,8.464,0,3,184109,58563.92,0,5,25
316962,76.74,3.772,142.17056340000002,7.752999999999999,0,2,119557,54422.3,1,5,32
316976,41.81,3.2,136.6075714,8.021,0,3,204184,75889.63,0,5,48
316978,21.6,3.14,204.63211940000002,7.484,0,2,128107,66376.0,0,5,50
